name,long_description,short_description
gligar,"Morado, Vive en grandes manadas lideradas por un Gliscor. Es muy bueno para deslizarse por el aire. Tiene la apariencia de un murciélago fusionado con un escorpión. Todos los Gligar están siempre con la lengua fuera. Dicen que en algunos casos chupan la sangre a Pokémon de campo, como los Miltank o Tauros.",
gliscor,"Morado, Este Pokémon se inspira en un murciélago por sus alas y orejas, y en un escorpión por su cola y pinzas. Gliscor tiene unas fuertes tenazas las cuales le sirven de defensa contra sus enemigos. Además tiene fuertes mandíbulas con las cuales puede comer grandes presas. Sus alas cuentan con la fuerza suficiente para crear vendavales. Puede parecer siniestro ya que tiene un color de piel oscuro y un aspecto aterrador, pero no es un Pokémon muy agresivo. Suele colgarse boca abajo de los árboles, y así espera a atacar presas.",
gloom,"Azul, La principal diferencia con Oddish, es que ha perdido las holas de su cabeza para ser ocupada por una flor parecida a la de una rafflesia pricei, plantas parásitas y malolientes y que son de las más pequeñas de su género. además de que posee un par de brazos.",
gogoat,"Marrón, Gogoat se basa en una cabra montesa. Posee una gran cornamenta y un cuerpo robusto con patas diseñadas para escalar peligrosas cumbres y altas pendientes. Tiene vegetación de poco tamaño en su lomo que se extiende hasta su cola, y pelaje abundante de color marrón por el tronco. Sus patas poseen unas curiosas rayas blancas y unas pezuñas anaranjadas. Su cabeza destaca por sus grandes cuernos y su pelaje blanco y marrón. Se trata de un Pokémon muy calmado.",
golbat,"Morado, Golbat está basado en un murciélago y un murciélago vampiro. Su piel es mayoritariamente azul, aunque las zonas membranosas de sus alas tienen un tono morado. A diferencia de Zubat, Golbat ya tiene un par de ojos, una enorme boca con dos pares de colmillos, además antiguamente era representado con una enorme lengua. Sus pequeñas patas le permiten caminar en tierra para acercarse a sus victimas.",
goldeen,"Rojo, Goldeen es un elegante pez Pokémon que habita numerosos ríos y lagunas; pero a pesar de su aspecto es muy fuerte y peleón. Es capaz de aprender un ataque fulminante, perforador, que deja K.O en un solo golpe.",
golduck,"Azul, Golduck al igual que Psyduck está basado en un pato, de aspecto mucho más grande y ahora con una tonalidad azul. En su cabeza posee cuatro crestas en la parte superior, una pequeña esfera en su frente, la cual brilla misteriosamente permitiéndole usar poderes telequinéticos. Posee un gran pico de una tonalidad clara. Tanto en sus brazos como en sus patas, tiene dedos palmeados recubiertos de una membrana interdigital que le ayudan a nadar a gran velocidad. Este Pokémon también tiene una larga cola que le ayuda a nadar con gran destreza.",
golem,"Marrón, A diferencia de su preevolución, Golem no posee 4 brazos, reduciéndose su número a un par. Su cuerpo parece una enorme coraza de rocas compactadas de las que sobresale su cabeza en la parte del frente, sus dos brazos a los costados y sus dos robustas piernas debajo. En su cabeza tiene una especie de placa que va de su frente hasta su hocico, en su boca posee dos dientes afilados en su mandíbula inferior. En sus brazos posee tres dedos con igual número de garras, mientras que en sus patas tiene cuatro dedos, con cinco garras, una de ellas sobresale de su talón.",
golett,"Verde, Golett está basado en un gólem.",
golisopod,"Gris, Golisopod está basado en un isópodo gigante, aunque también tiene rasgos físicos de un samurái. Golisopod tiene forma humanoide. Conserva el patrón de colores grisáceos que tenía cuando era un Wimpod. Posee un cuerpo voluminoso y una mirada aterradora. Su principal fuente de destrucción son las enormes garras óseas de sus manos principales. Debajo del mentón posee cuatro pequeñas patas y un apéndice que parece un taparrabos. Tiene dos patas cortas y en su espalda posee unas placas óseas para protección.",
golurk,"Verde, Golurk está basado tanto en un gólem como en un robot o autómata. Concretamente está basado en el mitológico Golem de Praga, un ser creado con materiales como barro y arcilla al que se le dio vida con alquimia y cuya labor era obedecer a todo aquel que le pusiera un papel en la boca con instrucciones. Al mismo se le puso un sello en el pecho para evitar que escapase su energía vital. También puede tener cierta inspiración en Talos, el gigante metálico que guardaba la isla de Creta en la mitología griega.",
goodra,"Morado, Goodra está basado en el Lou Carcolh, un monstruo de la mitología francesa, cuyo aspecto es una mezcla entre reptil y molusco.",
goomy,"Morado, Goomy está basado tanto en una babosa como en el Ceratosoma amoenum un molusco que habita en arrecifes de coral.",
gorebyss,"Rosa, Vive en los mares del sur, en zonas muy profundas. Su cuerpo ha evolucionado endureciéndose para poder soportar las grandes presiones del fondo marino, ya que vive en zonas donde la profundidad llega a los 3.000 m ",
gossifleur,"Verde, Gossifleur está basado en una planta de algodón en flor. Los grandes pétalos de su cabeza son amarillos y por detrás de la cabeza le caen unos pétalos rojizos a modo de cabello. Esconde su cara amarillenta entre los pétalos, teniendo unos pequeños ojos marrones. Su cuerpo es una parte verde similar al cáliz de las flores.",
gothita,"Morado, Gothita está basada en la moda japonesa gothic lolita.",
gothitelle,"Morado, Gothitelle está basado en el diseño de la moda japonesa Gothic Lolita y en el concepto filosófico del cuerpo astral.",
gothorita,"Morado, Gothorita está basado en el diseño de la moda japonesa gothic lolita.",
gourgeist,"Marrón, Gourgeist está basado en una Jack-o'-lantern, nombre dado en los países angloparlantes a las calabazas de Halloween. Su aspecto es el de una calabaza marrón oscuro iluminada en su interior, con un tallo a manera de vela que representa su tronco y cabeza, donde se enmarcan unos ojos amarillos y la pequeña boca. También presenta pelo de color rosa en la cabeza, el cual emula la cera derretida de una vela encendida y le oculta uno de sus ojos. Este pelo se extiende y toma la función de un par de órganos prensiles que sujetan la gran calabaza tallada. Por encima de su pelo, hay un pequeño rulo negro con el interior rosa que decora su cabeza, el cual se asemeja a una mecha prendida.",
granbull,"Morado, A diferencia de muchos Pokémon tipo hada (antes de la sexta generación tipo normal) este Pokémon tiene una apariencia más ruda. Es un Pokémon que se caracteriza principalmente por su musculosa mandíbula la cual tiene una fuerza impresionante y por sus colmillos inferiores que sobresalen de su boca, con este aspecto ahuyentará a cualquier persona o Pokémon desprevenido que se le acerque, debido el peso de sus colmillos, estos hacen que su cabeza se incline.",
grapploct,"Azul, Grapploct esta basado en un pulpo y un luchador de jūjutsu o jiu-jitsu.",
graveler,"Marrón, Este Pokémon tiene la apariencia de una enorme roca redonda con cuatro brazos, destacando dos robustos brazos superiores y dos brazos inferiores más pequeños. Además tiene una especie de placa rocosa en su frente. Sus patas son muy cortas y aunque le permiten caminar, prefiere rodar para desplazarse.",
greedent,"Marrón, Greedent está basado en una ardilla roja o ardilla común. Su cuerpo destaca por poseer un tono marrón que se torna más oscuro por el contorno de su cara y en la parte inferior de su cola. Su nariz es naranja y posee puntos de este mismo color cercanos a las orejas.",
greninja,"Azul, Greninja está basado en los rasgos de un ninja y una rana.",
grimer,"Morado, Grimer nace del lodo de agua contaminada del fondo del mar afectada por los rayos X que refleja la luna. Aparece en zonas asquerosas y crece alimentándose de sustancias de lo más desagradables, absorbiendo los residuos tóxicos de las fábricas.
Esta hecho de fango endurecido y cualquier tipo de desecho, mismos de los que se alimenta, de ahí que desprenda su hedor. Suele vivir en lugares contaminados o en pantanos. Viven en grandes grupos, liderados por su evolución, Muk.",
grimmsnarl,"Morado, Grimmsnarl está basado en un ogro, un troll, un orco o un oni, criaturas de la mitología, con aspecto horrible y una actitud violenta y agresiva.",
grookey,"Verde, Grookey está basado en un macaco coronado o en un mono ardilla. El pelaje de la mayor parte de su cuerpo es verde (sirviendo para sintetizar la luz solar), con el hocico, los brazos y las patas de color naranja, cosas que lo asemejan al segundo primate antes mencionado. Posee unos ojos grandes, y el pelaje de alrededor de sus ojos es de un tono amarillo; además tiene las orejas y la cola marrones. De la parte superior de su cabeza sobresalen un par de hojas, atravesadas por un pequeño palo, que alguna vez fue una rama del bosque donde vivía.",
grotle,"Verde, Grotle está basado en una tortuga mordedora. Su caparazón de color ocre cubre completamente su lomo, cabeza y cola y en su estructura incluye minerales además de tierra. El brote que Turtwig poseía en su cabeza se ha trasladado al lomo de Grotle y ha crecido hasta formar un par de arbustos.",
groudon,"Rojo, Groudon es un Pokémon de color rojo con unas franjas de color negro parecidas a las de Kyogre excepto por el color, lo que demuestra su contraste como Pokémon de la tierra y el mar. Su cola tiene forma de rastrillo. A pesar de ser el tercer Pokémon más pesado no es el mas grande, aunque es igualmente enorme. Podría estar basado en una criatura legendaria, Behemoth. Groudon vive en lugares a varios metros bajo tierra, en la caldera de un volcán donde duerme plácidamente.",
grovyle,"Verde, Grovyle es una especie de tipo planta que evoluciona en Sceptile y es la evolución de Treecko. Es un Pokémon muy ágil. Puede saltar entre los árboles rápidamente, por lo que es extremadamente raro verlos. Además, puede alcanzar grandes velocidades en las copas de los árboles, por lo que ni los Pokémon más rápidos pueden verlo o alcanzarlo. Se sabe que viven en lo más profundo de los bosques.",
growlithe,"Marrón, Growlithe está basado en un Shisa, seres mitologicos de la cultura japonesa mezcla entre un perro y un léon, conocidos por proteger de la maldad los lugares sagrados. En su pelaje tiene tonos naranja, junto a un pelaje más largo de tonalidad café claro que cubre su mechón de la cabeza, pecho, vientre y cola del Pokémon. En su lomo y patas posee rayas negras.",
grubbin,"Gris, Grubbin esta basado tanto en una larva de escarabajo, como en un enchufe.",
grumpig,"Morado, Por su aspecto, se asemeja a un cerdo. Usa todas las perlas negras de su cuerpo para usar sus fantásticos poderes. Cuando lo hace, baila groseramente. Sus perlas están valoradas como una obra de arte. Grumpig se encuentra casi siempre saltando, debido a su habilidad ritmo propio.",
